Employee_ID;First Name;Last Name;Gender;State;City;Education Level;Birthdate;Hiredate;Termdate;Termination_Reason;Department;Job Title;Salary;Salary_Band;Performance Rating;Engagement_Score;Last_Promotion_Date;Remote_Eligible;Overtime
00-49810955;Rebecca;Munoz;Female;New York;New York City;Bachelor;16/02/1970;20/05/2017;;;Finance;Financial Analyst;85032;Band 1 (Bottom 25%);Good;3.2;30/05/2019;Yes;No
00-96173002;Elizabeth;Collier;Male;Michigan;Warren;Bachelor;17/11/1980;19/07/2015;;;Operations;Operations Analyst;92010;Band 3 (50-75%);Satisfactory;3.2;18/04/2019;No;No
00-69555922;James;Griffin;Male;New York;Buffalo;High School;20/02/1995;31/05/2022;;;Operations;Inventory Specialist;74400;Band 3 (50-75%);Satisfactory;2.6;;No;No
00-47329499;Thomas;Hart;Male;New York;Rochester;Bachelor;06/06/1991;14/06/2018;;;Marketing;Marketing Coordinator;83525;Band 3 (50-75%);Excellent;4.1;12/06/2019;Yes;No
00-65686049;Christopher;Henderson;Male;New York;Rochester;High School;18/05/1979;24/05/2021;;;IT;IT Support Specialist;74790;Band 3 (50-75%);Excellent;3.4;10/05/2022;No;Yes
00-13180065;Christina;Hamilton;Female;New York;New York City;Bachelor;17/03/2000;15/06/2017;;;Sales;Sales Representative;70414;Band 1 (Bottom 25%);Good;4.0;29/10/2019;No;No
00-56000229;Christopher;Palmer;Female;Michigan;Grand Rapids;Bachelor;03/11/1970;30/06/2017;;;Marketing;SEO Specialist;94003;Band 3 (50-75%);Satisfactory;3.4;01/11/2019;Yes;Yes
00-99255596;Erica;Holland;Male;New York;New York City;High School;16/07/1990;04/10/2024;;;IT;IT Support Specialist;66810;Band 2 (25-50%);Satisfactory;2.4;;No;No
00-39855935;Eric;Simpson;Female;Illinois;Chicago;Bachelor;25/11/1986;02/09/2021;;;Customer Service;Help Desk Technician;57605;Band 1 (Bottom 25%);Satisfactory;2.7;08/07/2024;No;No
00-53169386;Deborah;Miller;Male;New York;Rochester;Master;05/08/1997;01/07/2017;;;IT;Software Developer;119155;Band 3 (50-75%);Excellent;4.1;05/06/2018;Yes;No
00-18672730;Samuel;Solomon;Male;New York;New York City;Master;22/12/1966;05/07/2023;;;Operations;Operations Analyst;85120;Band 2 (25-50%);Excellent;3.9;05/11/2024;No;Yes
00-16993664;Kevin;Joyce;Male;New York;Rochester;High School;18/04/1995;23/09/2021;;;Customer Service;Help Desk Technician;73465;Band 2 (25-50%);Satisfactory;3.0;03/09/2024;No;No
00-26852512;Rebecca;Skinner;Female;Michigan;Warren;High School;05/07/1978;22/07/2016;;;IT;IT Support Specialist;77923;Band 3 (50-75%);Satisfactory;2.8;04/04/2019;No;Yes
00-37430524;Ronald;Carroll;Female;New York;Rochester;High School;02/11/1966;02/08/2017;;;Customer Service;Help Desk Technician;101368;Band 4 (Top 25%);Satisfactory;3.4;21/04/2020;No;Yes
00-72689644;Charles;Williams;Male;New York;New York City;Bachelor;17/11/1970;11/02/2018;;;Operations;Logistics Coordinator;96365;Band 4 (Top 25%);Good;3.4;18/06/2020;No;No
00-42873271;William;Gutierrez;Female;Pennsylvania;Allentown;High School;10/08/1993;30/06/2019;;;Operations;Inventory Specialist;69953;Band 2 (25-50%);Satisfactory;3.6;07/08/2022;No;Yes
00-50681488;Donna;Carroll;Female;New York;Buffalo;Bachelor;29/08/1969;09/04/2017;;;Operations;Logistics Coordinator;72061;Band 2 (25-50%);Good;3.5;27/06/2019;No;No
00-37031585;Michael;Richards;Male;New York;Buffalo;High School;12/11/1960;26/10/2017;;;Operations;Inventory Specialist;78692;Band 4 (Top 25%);Satisfactory;3.0;10/08/2021;No;No
00-58262270;Wesley;Wilson;Female;New York;New York City;Bachelor;30/08/1964;14/09/2019;;;Operations;Logistics Coordinator;67772;Band 2 (25-50%);Good;3.3;06/02/2022;No;No
00-69240493;Steven;Hartman;Male;New York;Buffalo;Bachelor;21/10/1987;24/11/2019;;;Sales;Sales Representative;79755;Band 2 (25-50%);Good;3.8;21/09/2021;No;No
00-68174055;Phillip;Miller;Male;North Carolina;Charlotte;High School;01/07/1974;07/12/2022;;;Operations;Inventory Specialist;62669;Band 1 (Bottom 25%);Satisfactory;2.6;;No;No
00-61193233;Janet;Edwards;Male;Illinois;Chicago;Bachelor;17/04/1994;09/10/2019;;;Sales;Sales Representative;72054;Band 2 (25-50%);Satisfactory;3.2;26/10/2021;No;No
00-50296396;Spencer;Santiago;Male;New York;Buffalo;Bachelor;18/07/2003;30/08/2020;;;Operations;Inventory Specialist;75951;Band 3 (50-75%);Satisfactory;3.1;01/06/2023;No;Yes
00-33581963;Lindsey;Peterson;Male;New York;Rochester;Bachelor;18/04/1982;23/12/2017;;;Marketing;Content Creator;79136;Band 4 (Top 25%);Satisfactory;2.7;06/10/2021;Yes;No
00-70881578;Monica;Lopez;Male;North Carolina;Raleigh;Master;27/06/1994;13/03/2017;;;IT;Software Developer;113214;Band 3 (50-75%);Good;3.1;20/12/2018;Yes;No
00-74537834;Christian;Hendrix;Female;New York;New York City;High School;08/02/1995;10/04/2016;;;HR;HR Assistant;80820;Band 4 (Top 25%);Satisfactory;3.3;26/10/2018;No;No
00-72982807;Monica;Rodriguez;Male;New York;Buffalo;Bachelor;25/09/1970;27/07/2017;;;IT;IT Support Specialist;87701;Band 4 (Top 25%);Good;4.1;15/05/2019;No;No
00-11722586;Andrew;Foster;Female;New York;Rochester;Bachelor;12/04/1961;06/01/2023;;;Finance;Accountant;96717;Band 4 (Top 25%);Satisfactory;2.3;;Yes;No
00-60232033;George;Woods;Female;New York;Buffalo;Master;25/11/1997;25/09/2020;;;Operations;Operations Analyst;73187;Band 1 (Bottom 25%);Excellent;3.5;02/11/2021;No;No
00-60082660;Richard;Sandoval;Male;New York;New York City;High School;17/10/1959;17/10/2018;;;Operations;Inventory Specialist;84727;Band 4 (Top 25%);Satisfactory;2.4;30/03/2022;No;Yes
00-88961498;Carolyn;Tucker;Male;New York;Rochester;Master;05/11/1972;28/08/2016;;;IT;Software Developer;106679;Band 2 (25-50%);Excellent;4.4;30/01/2018;Yes;No
00-61650472;Lisa;Jensen;Male;New York;New York City;Bachelor;28/02/1961;25/09/2024;;;HR;Recruiter;67077;Band 2 (25-50%);Good;3.4;;Yes;No
00-68558918;Emily;Vaughn;Female;New York;New York City;Bachelor;01/03/1997;02/06/2024;;;Sales;Sales Consultant;88084;Band 2 (25-50%);Good;3.1;;No;Yes
00-78398476;Linda;Miller;Female;New York;New York City;Bachelor;17/03/1981;22/02/2022;;;Marketing;Content Creator;63537;Band 1 (Bottom 25%);Satisfactory;3.5;;Yes;Yes
00-59416355;Alexander;Rodriguez;Male;New York;Rochester;Bachelor;27/04/1975;07/01/2022;;;Operations;Operations Analyst;99889;Band 4 (Top 25%);Good;3.3;21/09/2023;No;Yes
00-66913730;Heather;Lopez;Female;New York;Buffalo;Bachelor;11/03/1967;11/01/2022;;;Sales;Sales Specialist;100456;Band 4 (Top 25%);Needs Improvement;2.8;;No;No
00-14631527;Jason;Wong;Male;North Carolina;Raleigh;Bachelor;28/07/1989;09/09/2024;;;Customer Service;Customer Service Representative;70669;Band 2 (25-50%);Satisfactory;3.3;;No;Yes
00-13792466;John;Wilkinson;Male;New York;New York City;Bachelor;16/03/1999;30/11/2022;;;Operations;Inventory Specialist;67590;Band 2 (25-50%);Excellent;3.3;13/05/2024;No;Yes
00-45075212;Kristy;Lee;Female;New York;New York City;Bachelor;06/11/1991;27/04/2021;;;Operations;Inventory Specialist;61329;Band 1 (Bottom 25%);Good;2.9;31/01/2023;No;No
00-44129962;Kayla;Hernandez;Female;New York;Buffalo;High School;01/09/1983;13/06/2017;;;Operations;Inventory Specialist;82677;Band 4 (Top 25%);Satisfactory;2.7;30/09/2019;No;No
00-31666421;Andrew;Martin;Female;Virginia;Norfolk;Bachelor;02/05/2002;01/03/2015;;;Operations;Logistics Coordinator;85771;Band 4 (Top 25%);Satisfactory;2.5;04/05/2017;No;No
00-61586279;Joanne;Wallace;Male;New York;Rochester;High School;03/07/2003;08/07/2019;;;Operations;Inventory Specialist;62888;Band 1 (Bottom 25%);Satisfactory;2.5;22/08/2022;No;Yes
00-79596863;Thomas;Heath;Female;Pennsylvania;Allentown;Bachelor;31/07/1983;16/08/2023;;;Sales;Sales Representative;70874;Band 1 (Bottom 25%);Satisfactory;2.5;;No;No
00-67293719;John;Phillips;Male;Ohio;Cleveland;Bachelor;13/03/1983;19/11/2017;;;Marketing;Marketing Coordinator;81964;Band 3 (50-75%);Satisfactory;2.9;28/02/2020;Yes;No
00-81565068;Martha;Williams;Male;New York;New York City;Master;05/11/1994;04/01/2022;;;Finance;Financial Analyst;97419;Band 2 (25-50%);Excellent;4.9;07/01/2023;Yes;Yes
00-51336223;Curtis;Abbott;Male;Michigan;Grand Rapids;High School;05/06/1977;17/06/2022;;;IT;IT Support Specialist;61273;Band 1 (Bottom 25%);Satisfactory;2.9;;No;No
00-21928391;Tiffany;Allison;Male;New York;New York City;Bachelor;10/12/1983;13/10/2016;;;Operations;Inventory Specialist;75594;Band 3 (50-75%);Satisfactory;2.8;28/12/2019;No;No
00-56223620;Beth;Simon;Female;New York;New York City;High School;02/09/1979;23/04/2023;;;Operations;Inventory Specialist;60382;Band 1 (Bottom 25%);Satisfactory;2.3;;No;Yes
00-38122043;Benjamin;Ross;Female;New York;Buffalo;Bachelor;15/12/1996;18/07/2024;;;Finance;Accounts Payable Specialist;54604;Band 1 (Bottom 25%);Good;2.9;;No;No
00-51352528;Brittany;Carr;Female;Michigan;Detroit;Bachelor;10/07/1995;21/09/2015;;;Marketing;SEO Specialist;105332;Band 4 (Top 25%);Needs Improvement;3.0;;Yes;No
00-75997979;Rebecca;Dillon;Male;New York;Buffalo;Bachelor;09/12/1959;01/04/2015;;;Operations;Operations Analyst;100865;Band 4 (Top 25%);Good;3.1;04/07/2017;No;No
00-66081482;Jennifer;Rice;Male;New York;Rochester;Bachelor;25/03/1993;12/06/2020;;;Operations;Inventory Specialist;80516;Band 4 (Top 25%);Excellent;4.1;06/06/2021;No;No
00-67841075;Barbara;Tran;Female;Michigan;Warren;Master;03/02/1977;15/04/2017;;;Finance;Finance Manager;170419;Band 4 (Top 25%);Good;3.7;12/01/2019;No;No
00-28029744;Patricia;Butler;Male;Michigan;Warren;High School;12/11/1967;03/07/2017;;;Marketing;SEO Specialist;68212;Band 1 (Bottom 25%);Satisfactory;3.1;07/06/2021;Yes;No
00-24795927;Daryl;Dean;Male;New York;New York City;Bachelor;24/10/1993;08/09/2019;;;Operations;Operations Analyst;81222;Band 2 (25-50%);Good;3.4;11/03/2021;No;No
00-36969824;Michael;Terry;Female;New York;New York City;Master;26/07/1973;09/01/2016;;;IT;System Administrator;101794;Band 3 (50-75%);Excellent;3.7;08/06/2017;Yes;No
00-35754346;Evan;Barber;Male;New York;Rochester;Bachelor;30/05/1994;02/07/2017;;;Operations;Logistics Coordinator;82610;Band 4 (Top 25%);Good;3.6;14/03/2019;No;No
00-94132688;Maurice;Hall;Male;North Carolina;Greensboro;Bachelor;08/01/1960;26/03/2024;;;Marketing;SEO Specialist;103352;Band 4 (Top 25%);Excellent;4.6;;Yes;No
00-95420677;Briana;Cohen;Female;New York;New York City;PhD;21/01/1970;24/12/2017;;;Sales;Sales Specialist;90994;Band 3 (50-75%);Good;3.4;04/06/2020;No;Yes
00-60697866;Carrie;Kirby;Male;New York;New York City;High School;22/05/1977;12/09/2016;;;Customer Service;Help Desk Technician;76403;Band 2 (25-50%);Satisfactory;2.7;19/05/2019;No;Yes
00-13981790;Taylor;Ware;Male;Michigan;Detroit;Master;16/06/1981;07/10/2020;;;IT;Software Developer;84646;Band 1 (Bottom 25%);Good;3.5;15/09/2022;Yes;No
00-23530374;Jennifer;Moyer;Male;Michigan;Detroit;Bachelor;05/11/1966;20/11/2015;;;Sales;Sales Consultant;114668;Band 4 (Top 25%);Excellent;3.5;06/03/2017;No;Yes
00-10969945;Shelly;Delgado;Male;New York;New York City;Bachelor;01/01/1993;20/05/2022;;;Operations;Inventory Specialist;79759;Band 4 (Top 25%);Good;3.4;19/06/2024;No;Yes
00-38329115;Laura;Marsh;Male;Virginia;Norfolk;Master;23/08/1992;23/11/2020;;;Sales;Sales Consultant;91459;Band 2 (25-50%);Excellent;4.6;01/12/2021;No;Yes
00-90931259;Fernando;Clark;Female;New York;Buffalo;Master;26/06/1981;25/09/2020;;;IT;Software Developer;122116;Band 4 (Top 25%);Good;3.8;14/10/2022;Yes;Yes
00-73516094;Kara;Estrada;Female;New York;New York City;High School;14/01/1980;20/02/2022;;;Operations;Inventory Specialist;65358;Band 2 (25-50%);Satisfactory;2.5;;No;No
00-55171003;Glen;Moore;Male;Michigan;Detroit;PhD;13/04/1963;11/07/2018;;;Sales;Sales Specialist;88303;Band 3 (50-75%);Excellent;4.8;09/05/2019;No;Yes
00-42158168;Craig;Perry;Female;New York;Buffalo;Master;08/11/1980;10/07/2024;;;Operations;Operations Manager;107187;Band 2 (25-50%);Excellent;4.9;;No;Yes
00-60792779;Kevin;Clark;Male;New York;Rochester;High School;26/08/1986;19/01/2021;;;Customer Service;Support Specialist;74166;Band 3 (50-75%);Satisfactory;3.3;27/01/2023;No;No
00-54326109;Yvette;Howard;Male;New York;Rochester;Bachelor;01/06/1989;12/04/2023;;;Operations;Inventory Specialist;71675;Band 3 (50-75%);Needs Improvement;1.6;;No;No
00-63929804;Michael;Moore;Female;Illinois;Chicago;PhD;27/03/1979;18/11/2022;;;Sales;Sales Consultant;110448;Band 3 (50-75%);Good;2.7;01/11/2024;No;Yes
00-90786882;Michele;Gordon;Male;New York;Rochester;High School;16/04/1972;09/11/2016;;;Customer Service;Support Specialist;67738;Band 2 (25-50%);Excellent;4.3;30/09/2017;No;Yes
00-43358157;Bryce;Jordan;Female;New York;Buffalo;Bachelor;24/08/1993;28/08/2018;;;Operations;Logistics Coordinator;70682;Band 2 (25-50%);Satisfactory;3.1;24/12/2021;No;No
00-98432853;Jeremy;Hoffman;Female;New York;New York City;Bachelor;18/05/1963;08/07/2023;;;Customer Service;Support Specialist;76039;Band 3 (50-75%);Satisfactory;3.7;;No;Yes
00-98614357;Jonathan;Peterson;Female;New York;New York City;High School;20/01/1975;18/05/2017;;;Customer Service;Help Desk Technician;92693;Band 3 (50-75%);Satisfactory;2.5;28/03/2020;No;No
00-53242747;Kayla;Carrillo;Female;Michigan;Warren;Bachelor;12/01/1970;05/08/2015;;;Operations;Logistics Coordinator;73613;Band 3 (50-75%);Satisfactory;2.9;26/12/2017;No;Yes
00-16141035;Joseph;Hernandez;Female;Michigan;Grand Rapids;Bachelor;02/10/1980;25/09/2024;;;Sales;Sales Consultant;81771;Band 1 (Bottom 25%);Good;3.9;;No;Yes
00-69633763;Morgan;Munoz;Female;Michigan;Detroit;Bachelor;22/06/2001;10/02/2017;;;Finance;Accounts Payable Specialist;68609;Band 2 (25-50%);Good;2.8;27/02/2019;No;No
00-92220752;Jasmine;House;Male;New York;Buffalo;Bachelor;10/11/1989;20/06/2023;;;Operations;Logistics Coordinator;68272;Band 2 (25-50%);Satisfactory;3.0;;No;Yes
00-73904001;Lauren;Estes;Female;Ohio;Cleveland;Bachelor;10/03/1971;20/10/2024;;;IT;Software Developer;105652;Band 2 (25-50%);Good;3.5;;Yes;No
00-61654839;Daniel;Rodriguez;Male;New York;Rochester;High School;02/12/1984;26/08/2017;;;Marketing;SEO Specialist;100792;Band 4 (Top 25%);Satisfactory;3.0;11/09/2019;Yes;No
00-29214803;Chelsea;Garrison;Female;New York;Rochester;Bachelor;24/05/1988;09/02/2023;;;Operations;Logistics Coordinator;66536;Band 2 (25-50%);Needs Improvement;1.3;;No;No
00-77731180;Madison;Williams;Female;New York;New York City;Bachelor;17/06/1986;10/02/2015;;;IT;Software Developer;110922;Band 3 (50-75%);Needs Improvement;2.3;;Yes;No
00-21689007;Gary;Wilson;Female;New York;Buffalo;Bachelor;22/09/1972;21/03/2018;;;Sales;Sales Specialist;96153;Band 3 (50-75%);Satisfactory;3.9;26/04/2020;No;No
00-72653244;Rhonda;Moore;Male;New York;New York City;Bachelor;02/10/1964;24/04/2017;;;Marketing;SEO Specialist;101547;Band 4 (Top 25%);Satisfactory;3.2;20/03/2021;Yes;No
00-74715566;Jean;Gill;Male;New York;New York City;Bachelor;06/06/1979;13/07/2022;;;Operations;Logistics Coordinator;80176;Band 3 (50-75%);Excellent;3.8;06/06/2023;No;No
00-38405950;Jessica;Garcia;Female;New York;Buffalo;Bachelor;25/02/1974;09/09/2017;;;Finance;Accounts Payable Specialist;73467;Band 3 (50-75%);Excellent;4.7;26/12/2018;No;No
00-22003335;Michael;Fuentes;Female;New York;Buffalo;PhD;30/09/1986;17/02/2016;;;Sales;Sales Consultant;136142;Band 4 (Top 25%);Excellent;3.8;22/12/2016;No;No
00-31506414;Melinda;Gonzales;Male;New York;New York City;Bachelor;29/02/1976;10/06/2024;;;Sales;Sales Representative;80161;Band 3 (50-75%);Good;4.2;;No;No
00-47628993;Kayla;Smith;Male;New York;New York City;Bachelor;19/01/1992;21/11/2017;;;Sales;Sales Representative;105457;Band 4 (Top 25%);Good;3.0;30/06/2019;No;No
00-73928214;Lisa;Peterson;Female;New York;Rochester;Bachelor;08/04/1996;15/07/2024;;;Sales;Sales Consultant;89876;Band 2 (25-50%);Needs Improvement;2.3;;No;No
00-99318726;George;Adams;Female;New York;Rochester;Bachelor;09/01/1985;05/10/2017;;;Operations;Inventory Specialist;75451;Band 3 (50-75%);Excellent;4.7;01/12/2018;No;No
00-76029590;Kari;Ward;Male;New York;Buffalo;Bachelor;20/12/1988;15/09/2016;;;Sales;Sales Consultant;122728;Band 4 (Top 25%);Satisfactory;2.7;20/08/2019;No;No
00-40038761;John;Mullins;Male;New York;New York City;Bachelor;19/07/1988;24/07/2024;;;Customer Service;Support Specialist;63620;Band 1 (Bottom 25%);Good;3.1;;No;No
00-96434410;Robert;Perez;Male;New York;New York City;Master;16/05/2003;08/11/2018;;;IT;Software Developer;90684;Band 1 (Bottom 25%);Excellent;4.6;26/04/2020;Yes;No
00-61224263;Roy;Hardin;Male;New York;Buffalo;Bachelor;08/04/1986;15/12/2022;;;Operations;Inventory Specialist;68670;Band 2 (25-50%);Good;2.2;;No;Yes
00-68648080;Stephen;Phelps;Male;New York;Rochester;Bachelor;12/07/1992;05/11/2023;;;Finance;Accounts Payable Specialist;67275;Band 2 (25-50%);Good;3.5;;No;No
00-25527644;Evelyn;Acevedo;Female;New York;Buffalo;Bachelor;15/05/1989;21/06/2017;;;Sales;Sales Representative;70124;Band 1 (Bottom 25%);Good;3.5;28/07/2019;No;No
00-55665951;Dustin;Smith;Female;Michigan;Detroit;Bachelor;11/02/1987;10/11/2022;;;Operations;Operations Analyst;59230;Band 1 (Bottom 25%);Satisfactory;3.2;;No;No
00-25583513;Zachary;Jones;Female;New York;Rochester;High School;22/02/1981;11/05/2020;;;Customer Service;Help Desk Technician;84261;Band 3 (50-75%);Excellent;3.8;29/05/2021;No;No
00-52060116;Leroy;Holden;Male;New York;New York City;Master;02/03/1970;04/03/2024;;;Sales;Sales Specialist;83523;Band 2 (25-50%);Excellent;3.5;;No;No
00-10225283;Ryan;Long;Female;New York;Rochester;High School;03/11/1972;15/01/2018;;;Operations;Inventory Specialist;80781;Band 4 (Top 25%);Satisfactory;2.8;06/12/2021;No;Yes
00-35482265;Donna;May;Female;New York;Buffalo;Bachelor;12/11/1978;17/12/2023;;;Marketing;Marketing Coordinator;79953;Band 3 (50-75%);Good;3.3;;Yes;No
00-58992670;Autumn;Levine;Male;New York;Buffalo;High School;21/08/2001;05/10/2023;;;IT;IT Support Specialist;70010;Band 2 (25-50%);Satisfactory;2.9;;No;Yes
00-99086047;Lauren;Liu;Female;New York;New York City;Bachelor;11/02/1996;25/04/2021;;;IT;Software Developer;95499;Band 1 (Bottom 25%);Good;3.3;17/01/2023;Yes;No
00-63057930;Robert;Blackwell;Female;New York;Rochester;High School;02/04/1962;30/09/2015;;;Marketing;Content Creator;92547;Band 4 (Top 25%);Satisfactory;2.2;02/11/2017;Yes;No
00-29421410;Angela;Torres;Female;New York;Rochester;Master;02/07/1964;16/10/2023;;;Operations;Operations Analyst;104956;Band 4 (Top 25%);Excellent;4.1;;No;No
00-39380829;Lee;Cooper;Male;New York;Buffalo;Bachelor;31/07/1965;17/11/2020;;;Operations;Logistics Coordinator;77727;Band 3 (50-75%);Satisfactory;3.1;04/07/2023;No;Yes
00-90727321;Joshua;Rose;Male;New York;Rochester;Bachelor;16/03/1981;24/12/2017;;;Sales;Sales Representative;94655;Band 4 (Top 25%);Good;3.4;03/12/2019;No;No
00-14609555;Dylan;Powell;Female;New York;Rochester;Master;16/08/1975;07/09/2020;;;Sales;Sales Consultant;117639;Band 4 (Top 25%);Good;3.6;19/04/2022;No;No
00-26571059;Jamie;Stephens;Female;New York;Rochester;Bachelor;10/09/1989;03/11/2017;;;Sales;Sales Specialist;81384;Band 2 (25-50%);Good;3.5;04/03/2020;No;No
00-74194023;Christine;Ramos;Female;Michigan;Warren;Bachelor;23/03/1980;15/05/2021;;;Sales;Sales Representative;69331;Band 1 (Bottom 25%);Good;2.5;23/11/2022;No;No
00-49123810;Pam;Harrington;Female;Virginia;Richmond;Master;21/08/1998;07/06/2022;;;Sales;Sales Consultant;99375;Band 3 (50-75%);Good;3.4;05/10/2024;No;No
00-54713904;Kimberly;Ibarra;Male;Michigan;Grand Rapids;High School;11/04/1974;02/02/2017;;;Customer Service;Support Specialist;80212;Band 4 (Top 25%);Satisfactory;3.0;15/05/2019;No;Yes
00-40208616;Benjamin;Cook;Male;Michigan;Grand Rapids;High School;22/03/2001;09/10/2022;;;Operations;Inventory Specialist;60789;Band 1 (Bottom 25%);Excellent;3.6;10/03/2024;No;Yes
00-34027688;Jennifer;Hobbs;Male;Pennsylvania;Allentown;Bachelor;17/12/1990;22/07/2023;;;Operations;Inventory Specialist;61937;Band 1 (Bottom 25%);Excellent;3.1;11/11/2024;No;Yes
00-50144760;Victoria;Campbell;Male;Pennsylvania;Allentown;Bachelor;17/05/1973;06/02/2024;;;Operations;Logistics Coordinator;80501;Band 4 (Top 25%);Good;4.0;;No;No
00-31366552;William;Collins;Female;Michigan;Detroit;Bachelor;26/12/1987;12/05/2024;;;Operations;Logistics Coordinator;65845;Band 1 (Bottom 25%);Satisfactory;2.2;;No;Yes
00-55286423;Katherine;Moore;Male;Michigan;Detroit;Bachelor;17/12/1999;11/01/2019;;;Operations;Logistics Coordinator;72684;Band 2 (25-50%);Satisfactory;2.5;10/05/2021;No;No
00-62527814;Pamela;Fernandez;Male;New York;Rochester;Bachelor;08/06/1980;11/04/2019;;;Finance;Accountant;81592;Band 2 (25-50%);Good;3.5;04/05/2021;Yes;No
00-47988968;John;Schroeder;Male;Pennsylvania;Pittsburgh;High School;21/09/1991;10/10/2017;;;Customer Service;Support Specialist;75402;Band 3 (50-75%);Excellent;4.0;16/10/2018;No;No
00-83552661;Roberto;Wagner;Female;New York;New York City;Bachelor;05/12/1992;12/10/2019;;;Operations;Inventory Specialist;65123;Band 2 (25-50%);Good;3.3;15/06/2021;No;No
00-87897778;Brian;Watson;Male;New York;New York City;Bachelor;05/10/1990;01/09/2023;;;Operations;Logistics Coordinator;71145;Band 2 (25-50%);Good;3.8;;No;No
00-50812122;William;Martinez;Female;New York;New York City;High School;19/04/1976;21/10/2019;;;Customer Service;Help Desk Technician;70776;Band 1 (Bottom 25%);Satisfactory;3.3;10/08/2022;No;Yes
00-28463119;Debra;Martinez;Female;Pennsylvania;Philadelphia;High School;22/05/1976;26/04/2019;;;IT;IT Support Specialist;79642;Band 4 (Top 25%);Satisfactory;3.0;09/02/2022;No;No
00-29437798;Ashley;Smith;Female;North Carolina;Greensboro;Bachelor;29/06/1988;12/05/2017;;;Operations;Operations Analyst;113103;Band 4 (Top 25%);Satisfactory;3.2;13/09/2019;No;Yes
00-97407684;Tonya;Trujillo;Female;Michigan;Detroit;Bachelor;04/02/1989;14/08/2015;;;Customer Service;Customer Service Representative;75823;Band 3 (50-75%);Good;2.9;01/07/2017;No;Yes
00-87266743;Ariana;Kline;Female;New York;New York City;Bachelor;15/09/1983;31/08/2016;;;Customer Service;Help Desk Technician;87779;Band 3 (50-75%);Satisfactory;3.4;28/05/2020;No;No
00-67325876;Elizabeth;Richard;Female;New York;Buffalo;Bachelor;01/02/2003;01/04/2022;;;Sales;Sales Representative;58629;Band 1 (Bottom 25%);Good;2.9;10/02/2024;No;Yes
00-22891308;Michael;Mitchell;Male;Michigan;Detroit;Bachelor;23/07/1996;01/11/2018;;;Marketing;Marketing Coordinator;92158;Band 4 (Top 25%);Good;4.3;13/04/2021;Yes;Yes
00-17042688;Lisa;Armstrong;Male;New York;Rochester;High School;16/06/1998;24/02/2016;;;Customer Service;Customer Service Representative;85493;Band 4 (Top 25%);Satisfactory;3.4;14/01/2020;No;No
00-55430797;Jennifer;Stone;Female;New York;Rochester;High School;20/07/1980;06/04/2020;;;Customer Service;Support Specialist;76698;Band 3 (50-75%);Satisfactory;2.9;20/07/2022;No;No
00-64223156;Daniel;Black;Female;Ohio;Cincinnati;Bachelor;15/10/1974;16/03/2017;;;Operations;Inventory Specialist;75671;Band 3 (50-75%);Good;3.5;18/11/2018;No;Yes
00-63236763;Mackenzie;Ward;Male;New York;Buffalo;Bachelor;16/01/1971;08/02/2019;;;Operations;Logistics Coordinator;84496;Band 4 (Top 25%);Excellent;4.6;04/07/2020;No;Yes
00-33150813;Dwayne;Simmons;Female;New York;New York City;Bachelor;05/04/1992;10/06/2022;;;Operations;Logistics Coordinator;64031;Band 1 (Bottom 25%);Good;2.2;30/04/2024;No;Yes
00-98384904;Christopher;Brown;Male;New York;New York City;Bachelor;27/08/1967;11/12/2016;;;Operations;Inventory Specialist;77610;Band 3 (50-75%);Good;3.4;13/06/2018;No;No
00-97283256;David;Lewis;Male;New York;New York City;Master;27/10/1971;31/01/2018;;;IT;Software Developer;102820;Band 2 (25-50%);Excellent;4.8;27/01/2019;Yes;No
00-69742764;Mike;Fox;Male;North Carolina;Greensboro;Bachelor;17/09/1971;17/08/2018;;;Customer Service;Support Specialist;81185;Band 4 (Top 25%);Good;3.8;20/09/2020;No;No
00-21091349;Angelica;Maxwell;Male;Michigan;Grand Rapids;Bachelor;14/10/1959;04/12/2016;;;Operations;Logistics Coordinator;94481;Band 4 (Top 25%);Good;3.2;23/03/2019;No;Yes
00-78417285;Joseph;Porter;Male;New York;Rochester;Bachelor;11/06/1977;14/06/2017;;;HR;HR Coordinator;83498;Band 4 (Top 25%);Satisfactory;3.1;19/09/2019;Yes;No
00-86857173;Wendy;Barker;Male;New York;Buffalo;Bachelor;23/04/1966;10/07/2019;;;Operations;Inventory Specialist;87522;Band 4 (Top 25%);Needs Improvement;1.8;;No;Yes
00-22690720;Jessica;Butler;Male;Pennsylvania;Allentown;Master;12/02/1981;05/03/2023;;;IT;Software Developer;108214;Band 2 (25-50%);Good;3.4;12/10/2024;Yes;No
00-74987079;Drew;Martinez;Male;New York;Buffalo;Bachelor;20/07/1985;03/10/2024;;;Finance;Accountant;65292;Band 1 (Bottom 25%);Needs Improvement;1.9;;Yes;No
00-50045650;Stephen;Faulkner;Male;Illinois;Naperville;Bachelor;25/12/1969;18/07/2020;;;Customer Service;Customer Service Representative;76724;Band 3 (50-75%);Good;3.7;19/12/2022;No;Yes
00-18522597;Michelle;Wilson;Male;Ohio;Cincinnati;Bachelor;01/08/1994;24/03/2022;;;Sales;Sales Specialist;87436;Band 2 (25-50%);Satisfactory;3.3;;No;Yes
